,index,propertyCode,thumbnail,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,highlight,superTopHighlight,topNewDevelopment,externalReference,floor,exterior,district,neighborhood,hasLift,parkingSpace,labels,newDevelopmentFinished
10,10,96203141,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c1/d8/df/940236797.jpg,17,57200.0,chalet,sale,193.0,6,2,Noblejas,Toledo,Noblejas,es,39.9769931,-3.4396305,False,https://www.idealista.com/inmueble/96203141/,53773,"Casa de 194 m², de 6 dormitorios y 2 baños, en venta en la localidad de Noblejas, Toledo. La vivienda se sitúa en el núcleo urbano de la población, siendo su principal vía de comunicación la carretera N-400. Ofrece conexión mediante transporte público al estar a pocos metros de la estación de tren. En la población podemos encontrar servicios como supermercados, restaurantes, instalaciones deportivas, centros educativos, oficinas bancarias, otros negocios comerciales, etc. Cerca del ayuntamiento y del Centro de Salud. Se trata de una casa adosada de 194 m² distribuidos en salón-comedor, cocina, 6 dormitorios y 2 baños. Con nuestros servicios podrá encontrar la vivienda que necesita y asegurar su inversión con el mejor de los asesoramientos especializados. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente.",False,good,False,296.0,{'typology': 'chalet'},"{'subtitle': 'Noblejas', 'title': 'Chalet'}",False,False,False,False,,False,False,A0-99520-0001,,,,,,,,
11,11,101962077,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c9/af/da/1139526735.jpg,12,50000.0,flat,sale,80.0,2,1,Calle José Peña,Toledo,Ocaña,es,39.9524606,-3.4958492,False,https://www.idealista.com/inmueble/101962077/,54542,"Investment Group10 vende una vivienda situada en edificio Plurifamiliar en altura de 5 plantas, una de ellas bajo rasante donde se ubican los garajes y trasteros, zonas comunes de tránsito en el municipio de Ocaña en la provincia de Toledo. La vivienda esta distribuida en salón con cocina, 2 dormitorios y 1 baño. El municipio se encuentra situado ""al extremo N. de la llanura llamada Mesa de Ocaña, linda con los términos municipales de Aranjuez al noroeste en la provincia de Madrid, Ontígola al norte, Noblejas al este, Villatobas al sureste, Dosbarrios, Cabañas de Yepes y Huerta de Valdecarábanos al sur y Yepes y Ciruelos al oeste, en la de Toledo. Este inmueble cuenta con plaza de garaje y trastero incluido en el precio. Si necesita más información no dude en llamarnos al: // ¡ESTAREMOS ENCANTADOS DE ATENDERL@S! (También atendemos vía WhatsApp).",False,good,False,625.0,{'typology': 'flat'},"{'subtitle': 'Puerta de Murcia - Colegios, Ocaña', 'title': 'Piso en Calle José Peña'}",False,False,False,False,,False,False,UCJ-LT49736776,2,True,Puerta de Murcia - Colegios,,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,
12,12,98703219,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c2/b6/e2/1021025685.jpg,4,32000.0,flat,sale,72.0,3,1,Calle Francisco de Medina y Mendoza s/n,Guadalajara,Cabanillas del Campo,es,40.6283925,-3.2213835,True,https://www.idealista.com/inmueble/98703219/,47040,"Piso en la provincia de guadalajara, en el municipio de cabanillas del campo, en la calle clfrancisco medina y mendoz. Con incidencias: inmueble okupado-no visitable.",False,good,False,444.0,{'typology': 'flat'},"{'subtitle': 'Cabanillas del Campo', 'title': 'Piso en Calle Francisco de Medina y Mendoza s/n'}",False,False,False,False,,False,False,0050110556,,,,,,,,
13,13,94806759,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fe/3c/3f/1089230541.jpg,45,24500.0,chalet,sale,160.0,3,1,"Cuesta Derrumbaderos, 16",Toledo,Noblejas,es,39.9801232,-3.4428856,True,https://www.idealista.com/inmueble/94806759/,53341,"SegundoB comercializa esta casa a reformar en Noblejas, Toledo. Se trata de una vivienda de dos plantas con 3 dormitorios, bodega y un pequeño patio Una vivienda para rehabilitar y disfrutar como segunda residencia en un precioso pueblo de Toledo No dude en informarse y conseguir su mejor precio con SegundoB Rea Estate.",False,good,False,153.0,{'typology': 'chalet'},"{'subtitle': 'Noblejas', 'title': 'Chalet en Cuesta Derrumbaderos, 16'}",False,False,False,False,,False,False,XE60577945,,,,,,,,
14,14,101961445,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b0/93/7b/1139506828.jpg,12,35000.0,flat,sale,56.0,1,1,Jose María Peña,Toledo,Ocaña,es,39.9559511,-3.4983367,False,https://www.idealista.com/inmueble/101961445/,54106,"Investment Group10 vende una vivienda situada en edificio Plurifamiliar en altura de 5 plantas, una de ellas bajo rasante donde se ubican los garajes y trasteros, zonas comunes de tránsito en el municipio de Ocaña en la provincia de Toledo. La vivienda esta distribuida en salón con cocina, 2 dormitorios y 1 baño. El municipio se encuentra situado ""al extremo N. de la llanura llamada Mesa de Ocaña, linda con los términos municipales de Aranjuez al noroeste en la provincia de Madrid, Ontígola al norte, Noblejas al este, Villatobas al sureste, Dosbarrios, Cabañas de Yepes y Huerta de Valdecarábanos al sur y Yepes y Ciruelos al oeste, en la de Toledo. Si necesita más información no dude en llamarnos al: // ¡ESTAREMOS ENCANTADOS DE ATENDERL@S! (También atendemos vía WhatsApp).",False,good,False,625.0,{'typology': 'flat'},"{'subtitle': 'Puerta de Murcia - Colegios, Ocaña', 'title': 'Piso en Jose María Peña'}",False,False,False,False,,False,False,UCJ-0049736678,1,True,Puerta de Murcia - Colegios,,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 2000.0}",,
15,15,100662037,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/57/5f/80/1094963630.jpg,17,92000.0,flat,sale,61.0,3,1,LEGANES,Madrid,Humanes de Madrid,es,40.2571475,-3.8260982,False,https://www.idealista.com/inmueble/100662037/,20570,"Piso de 61 m², de 3 dormitorios y 1 baños, en venta en Humanes de Madrid. La vivienda se sitúa en el núcleo de la población, teniendo buenos accesos por carretera. También ofrece conexión por transporte público al estar cerca de varias paradas de autobús y de la estación de tren. En la población podemos encontrar servicios como supermercados, restaurantes, instalaciones deportivas, centros educativos, oficinas bancarias, otros negocios comerciales, etc. Cerca de la galería comercial Alarcón. Se trata de un piso de 61 m² distribuidos en salón-comedor, cocina, balcón, 3 dormitorios y 1 baños. Por todo ello, la convierten en una propuesta inteligente y una estupenda opción para construir un hogar y entrar a vivir de inmediato. Inmueble en Oferta Periodo de Transparencia hasta el próximo 10 octubre.",False,renew,False,1508.0,{'typology': 'flat'},"{'subtitle': 'Humanes de Madrid', 'title': 'Piso en Leganes'}",False,False,False,False,,False,False,3HUMANES00936LEGANES,3,True,,,False,,,
16,16,97937556,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c1/88/12/1063513999.jpg,2,28600.0,flat,sale,50.0,2,1,Yeles,Toledo,Yeles,es,40.12057,-3.80346,False,https://www.idealista.com/inmueble/97937556/,34006,"Piso en la provincia de toledo, en el municipio de yeles, en la calle cllavaderos. Con incidencias: inmueble okupado-no visitable.",False,good,False,572.0,{'typology': 'flat'},"{'subtitle': 'Yeles', 'title': 'Piso'}",False,False,False,False,,False,False,0049748095,,,,,,,,
17,17,99771785,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/04/11/6b/1054108584.jpg,17,92000.0,flat,sale,61.0,3,1,Humanes de Madrid,Madrid,Humanes de Madrid,es,40.2578234,-3.8263388,False,https://www.idealista.com/inmueble/99771785/,20515,"Piso de 61 m², de 3 dormitorios y 1 baños, en venta en Humanes de Madrid. La vivienda se sitúa en el núcleo de la población, teniendo buenos accesos por carretera. También ofrece conexión por transporte público al estar cerca de varias paradas de autobús y de la estación de tren. En la población podemos encontrar servicios como supermercados, restaurantes, instalaciones deportivas, centros educativos, oficinas bancarias, otros negocios comerciales, etc. Cerca de la galería comercial Alarcón. Se trata de un piso de 61 m² distribuidos en salón-comedor, cocina, balcón, 3 dormitorios y 1 baños. Por todo ello, la convierten en una propuesta inteligente y una estupenda opción para construir un hogar y entrar a vivir de inmediato. Con los servicios de Solvia podrá encontrar la vivienda que necesita y asegurar su inversión con el mejor de los asesoramientos especializados. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente.",False,good,False,1508.0,{'typology': 'flat'},"{'subtitle': 'Humanes de Madrid', 'title': 'Piso'}",False,False,False,False,,False,False,CI-00936-0001,3,,,,False,,,
18,18,102752728,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/55/b6/50/1166506416.jpg,18,1100000.0,flat,sale,130.0,3,2,barrio Nuevos Ministerios-Ríos Rosas,Madrid,Madrid,es,40.4401053,-3.6993799,False,https://www.idealista.com/inmueble/102752728/,2622,"Moro Real Estate pone a la venta este inmueble único, situado en la zona más cotizada del Barrio de Ríos Rosas, a pocos metros del Paseo de La Castellana.  Ubicado en la tercera planta de un edificio de los años 30 con orientación norte, la vivienda está situada en un edificio representativo con techos altos y es totalmente exterior con 2 balcones en su fachada. El piso, recién reformado de diseño, cuenta con 130 metros cuadrados perfectamente distribuidos en zonas de salón- comedor, cocina y tres dormitorios con dos baños y una zona de lavandería independiente además de una gran capacidad de almacenaje. Una acogedora y muy luminosa vivienda por sus balcones a la calle que está totalmente amueblada y dispone de electrodomésticos de alta gama.  El inmueble está recién reformado y amueblado con materiales de primera calidad. Cuenta con portero físico y ascensor. Luminosidad, elegancia y comodidad es lo que le caracteriza. Moro Real Estate, somos una boutique inmobiliaria especializada en vivienda de lujo en zonas prime. Ofrecemos un servicio exclusivo donde prima la confidencialidad y el trato personalizado. Te acompañaremos en la búsqueda de tu vivienda soñada.",False,good,False,8462.0,{'typology': 'flat'},"{'subtitle': 'Nuevos Ministerios-Ríos Rosas, Madrid', 'title': 'Piso'}",True,False,False,False,,False,False,,3,True,Chamberí,Nuevos Ministerios-Ríos Rosas,True,,,
19,19,98516238,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/80/ed/5d/1042500886.jpg,35,1100000.0,chalet,sale,829.0,4,3,Carretera de Galapagar a Navata,Madrid,Galapagar,es,40.5928779,-3.9876024,False,https://www.idealista.com/inmueble/98516238/,31010,"Se vende fantástica parcela con casa para reformar o demoler.  Diseño de la vivienda del arquitecto Javier Carbajal y ejecutado por uno de sus alumnos. 6.200m2 de terreno.  Construidos unos 400 m2 de casa en planta y semisotano de otros 400 y pico m2. Tiene una edificación de un honor asador.  Piscina, pista de tenis, se pueden construir otros 2 chalets más por la distribución actual, la parcela minima de construcción es de 1.000m2 para unifamilares, un total de 4 unifamiliares independientes. Los honorarios de agencia los paga el comprador.  La vivienda necesita una reforma integral.",False,renew,False,1327.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'La Navata, Galapagar', 'title': 'Casa independiente en Carretera de Galapagar a Navata'}",False,False,False,False,,False,False,,,,La Navata,,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}","[{'name': 'villaType', 'text': 'Villa'}]",
20,20,97185486,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5d/5c/24/969313807.jpg,2,121500.0,flat,sale,121.0,4,1,Noreste,Madrid,Torrejón de Ardoz,es,40.4672608,-3.4578722,False,https://www.idealista.com/inmueble/97185486/,21512,"No cobramos comisión al comprador. - INMUEBLE OCUPADO. Piso en Planta baja. En edificio con Ascensor.    Inmueble de 121 m2, que se distribuye en varias dependencias y servicios.    Junto a varios parques y próximo a todo tipo de comercios, servicios, paradas de autobús, varios colegios y al Centro de Salud. A 1 km del Hospital Universitario de Torrejón, así como de las cercanías de Soto del Henares.  Buena conexión con la Autovía del Nordeste y a 5 minutos en coche de la Autovía M-50.    Llame ahora para conocer más información sobre la vivienda. - No cobramos comisión al comprador. - LA PROPIEDAD NO GARANTIZA LA DISPONIBILIDAD DE ACCESO A LA FINCA, PUDIENDO ESTAR OCUPADA POR TERCERO SIN TITULO.",False,good,False,1004.0,{'typology': 'flat'},"{'subtitle': 'Noreste, Torrejón de Ardoz', 'title': 'Piso'}",False,False,False,False,,False,False,fo-10110-1,,True,Noreste,,True,,,
