,index,propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,hasLift,parkingSpace,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,topNewDevelopment,topPlus,floor,highlight,labels,newDevelopmentFinished
321,21,99933354,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/99/27/82/1061177787.jpg,,24,375000.0,flat,sale,71.0,True,1,1,barrio Virgen del Cortijo - Manoteras,Madrid,Madrid,Hortaleza,es,Virgen del Cortijo - Manoteras,40.4864288,-3.6675851,False,https://www.idealista.com/inmueble/99933354/,2238,"SotoMora Real Estate presenta en rigurosa EXCLUSIVA este excepcional apartamento en una de las emblemáticas torres del norte de la capital. Desde su gran altura se ve desde la Sierra de Madrid al Skyline más impresionante incluyendo las 5 torres de Plaza de Castilla. Está perfectamente renovado y pintado, cuenta con domótica y está completamente equipado:  Persianas eléctricas, carpintería de altísima gama super aislantes y cristales térmicos, calefacción con consumo individualizado, A/C y mando unificador de luces y lámparas así como la cocina completamente equipada hasta con lavaplatos de 45cm ¡ideal para el uso de la vivienda! Desde la entrada se accede al salón comedor con un gran ventanal y una luz increíble, la cocina es independiente y está comunicada con el salón. Abriendo una puerta se accede al dormitorio, vestidor y al nuevísimo baño con doble lavabo. La ducha dispone de radiador toallero y zona de secado, súper amplia y con una gran ventana lo que confiere a TODAS las estancias de la casa VENTILACIÓN DIRECTA y EXTERIOR totalmente. El edificio consta de vigilancia 24h y conserjería. Tiene una gran zona ajardinada, así como piscina y pista de pádel. La vivienda tiene una amplia plaza de garaje y todos los ascensores llegan hasta ella, lo que le hace realmente cómoda. Igualmente tiene un trastero muy grande. La zona se encuentra totalmente en expansión y con la ampliación de la zona de Plaza de Castilla- Castellana se va a revalorizar mucho. Otro factor determinante es su proximidad a la, también reformada, Estación de Chamartín que está en proceso de soterración y ampliación de sus vías así como su ajardinamiento, y que comunicará mediante AVE con todas las estaciones de España sin tener que desplazarse hasta Atocha para tomar el tren. Solicítenos una visita y poder explicarle todos los detalles y posibilidades en persona. Mejor ver con SotoMora, 40 años marcando la diferencia nos avalan. MUCHAS DE NUESTRAS PROPIEDADES NO ESTÁN EN IDEALISTA POR EXPRESO DESEO DE LOS PROPIETARIOS. CONSULTE NUESTRA WEB DE "" SOTOMORA. COM "" PARA VER NUESTRO CATÁLOGO COMPLETO DE VIVIENDAS. No dude en solicitar una visita estaremos encantados de ayudarle.",False,good,False,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",5282.0,{'typology': 'flat'},"{'subtitle': 'Virgen del Cortijo - Manoteras, Madrid', 'title': 'Piso'}",False,False,False,False,False,False,13,,,
322,22,102699406,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/21/90/8e/1165962409.jpg,AP190221,56,1680000.0,chalet,sale,250.0,,5,5,Paseo de los Parques,Madrid,La Moraleja,Encinar de los Reyes,es,,40.5092213,-3.6463501,False,https://www.idealista.com/inmueble/102699406/,2244,"Gilmar Consulting Inmobiliario ofrece este fabuloso chalet pareado de 5 dormitorios, sobre una parcela de casi 400 m2, desarrollado en una sola planta, orientado al sur, y listo para entrar, situado en El Encinar de los Reyes, muy próximo a zona comercial y de ocio. Destaca en esta magnífica propiedad la amplitud de todas sus estancias, su luminosidad, su ubicación tranquila, dentro de un fondo de saco y la belleza de su zona de jardín.  Tras el hall, encontramos, a la derecha, el amplio salón comedor con chimenea que dispone de unos enormes ventanales con vistas y salida al espléndido jardín. En la zona de descanso se ubican cuatro amplísimos y muy luminosos dormitorios que cuentan con tragaluz y vistas al jardín. La espaciosa suite principal dispone de baño incorporado, vestidor y zona de estar o despacho. Tiene asimismo salida al jardín. Dos dormitorios comparten un cuarto de baño en semi suite, y el cuarto dormitorio tiene su cuarto de baño exterior.  La amplia cocina cuenta con una zona de despensa/lavadero. En la zona del hall se sitúa el aseo de cortesía. Esta propiedad dispone de 2 plazas de aparcamiento bajo techado. La comunidad cuenta con piscina y pista de pádel. La Moraleja, compuesta por La Moraleja, El Soto y El Encinar de los Reyes, es el área residencial de lujo por excelencia de Madrid y la más conocida de España, situada en la zona Norte de Madrid. Según algunas publicaciones de prestigio mundial, es la mejor urbanización del mundo, teniendo en cuenta sus cualidades. Está situada a 10 minutos del centro y a 5 minutos de la terminal Internacional 4 del Aeropuerto Adolfo Suárez. en el término municipal de Alcobendas, y tiene una extensión de 950 hectáreas, con 1.050 viviendas independientes sobre parcelas de 1.500, 2.500 y 10.000 m2 y con 400 adosados en 9 urbanizaciones diferentes. La Moraleja cuenta con el mayor número de colegios privados nacionales e internacionales de toda España (entre otros el International College, King’s College, San Patricio, Runnymede, Los Sauces, Brains, Santa Helena, Saint George, Highlands, Aldovea, Liceo Europeo, etc…). Acoge además uno de los dos campus que la Universidad Europea de Madrid tiene en la Comunidad de Madrid. Cuenta asimismo con varios centros comerciales y médicos, dos campos de golf de 18 hoyos, club de tenis, club de paddle, y una de las ofertas gastronómicas más atractivas de Madrid. Hay que destacar La Plaza de la Moraleja, donde se encuentran los principales y más prestigiosos restaurantes de Madrid (A’Kangas, La Máquina, Aspen, La Penela, La Sabina, Salvaje) Cafeterías (Pino), Embassy, farmacia, bancos etc… Es un área que goza de gran seguridad gracias al sistema de alarmas que está conectado con la Entidad de Conservación de La Moraleja y las garitas de seguridad ubicadas en las diferentes entradas de acceso a la zona.  Vivir en la Moraleja significa calidad, exclusividad y comodidad en un entorno inigualable y con los mejores servicios.",True,good,False,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",6720.0,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}","{'subtitle': 'Encinar de los Reyes, La Moraleja', 'title': 'Chalet pareado en Paseo de los Parques'}",True,True,False,True,False,False,,{'groupDescription': 'Top'},,
323,23,103301310,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/63/cb/93/1185062294.jpg,W-02O0WT,44,1880000.0,chalet,sale,441.0,,5,4,Encinar de los Reyes,Madrid,La Moraleja,Encinar de los Reyes,es,,40.5096673,-3.6464027,False,https://www.idealista.com/inmueble/103301310/,2248,"Espectacular chalet dentro de urbanización en El Encinar de los Reyes Engel & Völkers tiene el placer de presentarles este estupendo chalet de 3 plantas y buhardilla, dentro de urbanización cerrada en el Encinar de los Reyes, a dos pasos del centro comercial. El área construida es de 441 m², dentro de una parcela de 850 m2. Este chalet es el más grande dentro de esta urbanización, al estar en esquina. La distribución del chalet inicia con hall de entrada con aseo de invitados que da paso a un amplio salón con dos estancias para recibir invitados y con vistas al jardín a través de ventanales de suelo a techo y suelo de madera espectacular. La zona contigua, comunicada en la parte que da cerca al jardín, encontramos otro salón, muy cómodo que da al porche y al jardín, También con amplios ventanales y mucha luminosidad. Esta estancia la podemos usar como comedor o como zona de estar.  La cocina está completamente equipada con todo tipo de electrodomésticos, y tiene salida directa al jardín; seguidamente tiene zona de lavadero de gran dimensión, que comunica a la terraza y al jardín. El jardín, cuenta con amplio porche, zona verde, zona de barbacoa, y área para jugar baloncesto.  El área de descanso en la segunda planta, se distribuye en 3 dormitorios muy luminosos, el principal con cuarto de baño en suite y acceso a terraza y amplio vestidor. Los otros dos dormitorios comparten un baño completo y también tienen acceso a la terraza. Esta zona de la casa tiene el suelo recubierto de moqueta. En la planta siguiente encontramos una amplia zona abuhardillada, que puede ser usada como dormitorio, despacho o sala de juegos. En el sótano se encuentran dos dormitorios con cuartos de baño en suite, siendo uno de estos de servicio. También se encuentra el área de aparcamiento con espacio para dos coches, uno eléctrico pequeño y otro de tamaño normal.  El chalet, está dentro de una urbanización cerrada con seguridad 24 horas / 7 días a la semana, piscina adultos, piscina pequeños, pista de pádel y parque infantil, cuidados jardines y zonas verdes ajardinadas La propiedad se sitúa en una de las mejores y más cotizadas urbanizaciones en El Encinar de los Reyes, por sus hermosos y cuidadas zonas verdes y jardines, al lado del centro comercial del Encinar de los Reyes,a escasos minutos de el centro de Madrid, pero que goza de enorme privacidad e ideal para las personas que buscan tranquilidad y serenidad. La vivienda está situada cerca de los más destacados colegios privados e internacionales, así como muy próxima a importantes centros médicos privados y hospitales públicos. Se trata de una urbanización privada con seguridad 24 horas. Dispone de piscinas, pista de pádel zonas verdes y zona infantil. Es de destacar en esta zona, la amplia oferta de centros comerciales, ocio, y restauración así como instalaciones deportivas.",False,good,False,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",4263.0,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}","{'subtitle': 'Encinar de los Reyes, La Moraleja', 'title': 'Chalet adosado'}",False,False,False,False,False,False,,,,
324,24,99964346,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c7/65/0d/1098093652.jpg,AP180752,57,1880000.0,chalet,sale,441.0,,5,5,JULIO CARO BAROJA,Madrid,La Moraleja,Encinar de los Reyes,es,,40.5073094,-3.6460471,False,https://www.idealista.com/inmueble/99964346/,2248,"Gilmar Consulting Inmobiliario ( )ofrece este espléndido chalet de esquina, de cinco dormitorios, con 441 m2 construidos sobre una parcela de más de 800 m2, situado dentro de una de las mejores urbanizaciones de El Encinar de los Reyes, dotada de seguridad 24 horas, dos piscinas, pista de pádel y parque infantil. Su ubicación es inmejorable dada su cercanía a colegios y zona comercial. Esta propiedad se distribuye en tres plantas y una zona de buhardilla. Planta principal: amplio hall, magnífico salón comedor con salida al espectacular porche y jardín, una sala de estar, una cocina con posibilidades de ampliación, una despensa, y una espaciosa zona de lavandería y tendedero. Esta planta se completa con un aseo de cortesía. El fabuloso porche cuenta con zona de salón y comedor exterior.  En la planta superior se ubican tres dormitorios familiares, el dormitorio principal, que cuenta con baño en suite y un amplio vestidor, tiene salida a una bonita terraza con bonitas vistas. Los otros dos dormitorios comparten un cuarto de baño. En la terraza hay un espacio muy amplio para almacenaje. Planta inferior: hay un amplio dormitorio con cuarto de baño en suite y un dormitorio de servicio con baño. Desde aquí se accede al garaje que tiene capacidad para 1 coche con carga eléctrica y 2 motos. En el magnífico jardín encontramos una barbacoa junto al comedor exterior y una pista privada de baloncesto. La Moraleja, compuesta por La Moraleja, El Soto y El Encinar de los Reyes, es el área residencial de lujo por excelencia de Madrid y la más conocida de España, situada en la zona Norte de Madrid. Según algunas publicaciones de prestigio mundial, es la mejor urbanización del mundo, teniendo en cuenta sus cualidades. Está situada a 10 minutos del centro y a 5 minutos de la terminal Internacional 4 del Aeropuerto Adolfo Suárez. en el término municipal de Alcobendas, y tiene una extensión de 950 hectáreas, con 1.050 viviendas independientes sobre parcelas de 1.500, 2.500 y 10.000 m2 y con 400 adosados en 9 urbanizaciones diferentes. La Moraleja cuenta con el mayor número de colegios privados nacionales e internacionales de toda España (entre otros el International College, King’s College, San Patricio, Runnymede, Los Sauces, Brains, Santa Helena, Saint George, Highlands, Aldovea, Liceo Europeo, etc…). Acoge además uno de los dos campus que la Universidad Europea de Madrid tiene en la Comunidad de Madrid. Cuenta asimismo con varios centros comerciales y médicos, dos campos de golf de 18 hoyos, club de tenis, club de paddle, y una de las ofertas gastronómicas más atractivas de Madrid. Hay que destacar La Plaza de la Moraleja, donde se encuentran los principales y más prestigiosos restaurantes de Madrid (A’Kangas, La Máquina, Aspen, La Penela, La Sabina, Salvaje) Cafeterías (Pino), Embassy, farmacia, bancos etc… Es un área que goza de gran seguridad gracias al sistema de alarmas que está conectado con la Entidad de Conservación de La Moraleja y las garitas de seguridad ubicadas en las diferentes entradas de acceso a la zona.   Vivir en la Moraleja significa calidad, exclusividad y comodidad en un entorno inigualable y con los mejores servicios.",True,good,False,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",4263.0,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}","{'subtitle': 'Encinar de los Reyes, La Moraleja', 'title': 'Chalet pareado en Julio Caro Baroja'}",True,True,False,True,False,False,,{'groupDescription': 'Top'},,
325,0,102874522,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/41/7b/9f/1170264919.jpg,103438,30,1860000.0,chalet,sale,234.0,,6,6,Encinar de los Reyes,Madrid,La Moraleja,Encinar de los Reyes,es,,40.5073466,-3.6460404,False,https://www.idealista.com/inmueble/102874522/,2248,"CHALET ADOSADO DE ESQUINA EN URBANIZACION EN ENCINAR DE LOS REYES-MORALEJA Iad-España presenta impecable chalet pareado de esquina con orientación sur con reforma integral y ampliado en 2018. Se encuentra en una urbanización cerrada en El Encinar de los Reyes con cámaras y servicio de vigilancia 24 horas. Dispone de amplias zonas verdes con zona de juegos infantiles, dos piscinas, dos pistas de tenis, dos pistas de pádel y una sala polivalente para diferentes actividades (clases de pilates, yoga, cumpleaños infantiles, etc.) que lo convierten en la urbanización perfecta para familias con niños y jóvenes. La vivienda se distribuye en cuatro plantas, pudiendo hacer la vida diaria prácticamente en dos de ellas. Su distribución es la siguiente: Planta baja: Accedemos a la vivienda y de frente nos encontramos con el espacioso salón con chimenea que comunica con el acogedor porche cerrado ( 25m2) con orientación sur y climatizado (calefacción y aire acondicionado) para poder disfrutar de las vistas al jardín todo el año a través de sus amplios ventanales. Desde el porche podemos acceder al jardín privado de esquina, así como a la cocina. La cocina de 25m2 con muebles modernos de diseño dispone de salida al jardín delantero de acceso a la vivienda. La zona de office comunica a través de unas amplias puertas correderas con el salón, ofreciendo una gran versatilidad de uso. Esta planta también cuenta con un aseo de cortesía y un dormitorio doble con baño en suite al que se le puede dar varios usos, como puede ser dormitorio de invitados, dormitorio principal o despacho. Planta alta: En esta planta se encuentra el dormitorio principal con baño en suite con ducha, terraza y gran armario, así como dos dormitorios más, que comparten un baño con bañera. Ático: Consiste en una espaciosa estancia diáfana con moderno baño en suite y vestidor, a la que se le puede dar diferentes usos como cuarto de estar, de estudio o trabajo, etc. Además, cuenta con cuatro ventanas tipo velux por las que entra muchísima luz, resultando un espacio muy alegre. Sótano: Dispone de un amplio cuarto de juegos o de reunión de amigos para adolescentes y jóvenes con luz natural. También encontramos una lavandería con armarios, un baño y dormitorio de servicio con luz natural. Desde esta planta accedemos al garaje con espacio para un coche, también cuenta con dos plazas de aparcamiento exteriores en la puerta de la vivienda. La vivienda se encuentra muy bien ubicada, encontrándose a cinco minutos andando del Colegio Highlands, la guardería ""la Escuelita, el centro comercial del Encinar y la parada del autobús a plaza de Castilla. El Encinar de los Reyes es una zona residencial situada muy cerca de Madrid con un centro comercial con todos los servicios: supermercado, farmacia, médico, veterinario, peluquería, tiendas de ropa y decoración, así como una gran variedad de bares y restaurantes.  Además, cuenta con una extensa y variada oferta de prestigiosos colegios privados e internacionales. Para el tiempo de ocio dispone de un club de tenis, campo de golf y centro de equitación. El aeropuerto de Barajas se encuentra a quince minutos. No cobramos honorarios de agencia al comprador.Disponibilidad para visitas todos los días de la semana íncluído festivos. Marta Ribera.",False,good,False,,,7949.0,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}","{'subtitle': 'Encinar de los Reyes, La Moraleja', 'title': 'Chalet adosado'}",False,False,False,False,False,False,,{'groupDescription': 'Top'},,
326,1,102493305,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/78/15/04/1157454338.jpg,,37,200000.0,flat,sale,85.0,True,3,1,Calle de Mataró,Madrid,Madrid,Fuencarral,es,Tres Olivos - Valverde,40.4950925,-3.694849,False,https://www.idealista.com/inmueble/102493305/,2250,"HERRERAHOGAR, le ofrece: Magnífico Piso totalmente reformado con tres dormitorios, cocina amplia con los electrodomésticos (placa, campana horno, lavavajillas, lavadora y frigorífico ) En la habitación principal, entra una cama king size. Cuenta con armario empotrado en el pasillo y pequeña despensa. Salón independiente con terraza añadida. Un baño completo con plato de ducha. Aire Acondicionado, Calefacción Individual de Gas Natural. Vivienda muy luminosa y comunidad tranquila. Las vistas de la vivienda, a zona arbolada.  Acceso a los principales accesos: M30, M40M603, M607, línea 10 de Metro ( Fuencarral), Cercanías Renfe Ramón y Cajal y Fuencarral, autobús( 66,137, 124), Hospital La Paz y Ramón y Cajal. Centro Comercial La Vaguada, Plaza Norte, Aeropuerto Madrid Barajas Adolfo Suárez. Colegios Sagrado Corazón, Paraguay, José Bergamín, Tres Olivos, Escuelas Infantiles.  Mercadona, Lidl, Día, Panaderias, Estanco, Centro de Salud, zonas verdes y jardines, Anillo Ciclista, Oficina Auxiliar del Ayuntamiento de Madrid, Piscina Municipal Santa Ana, Pistas de Atletismo. Para entrar a vivir.  No pierda esta oportunidad.  RESERVE SU VISITA.  CREA TU PROPIO HOGAR.",False,good,False,False,,2353.0,{'typology': 'flat'},"{'subtitle': 'Tres Olivos - Valverde, Madrid', 'title': 'Piso en Calle de Mataró'}",False,False,False,False,False,False,4,,,
327,2,98978331,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ae/9e/72/1054555809.jpg,831,29,410000.0,flat,sale,133.0,True,4,3,barrio Virgen del Cortijo - Manoteras,Madrid,Madrid,Hortaleza,es,Virgen del Cortijo - Manoteras,40.4872766,-3.6631594,False,https://www.idealista.com/inmueble/98978331/,2250,"Bonito Piso totalmente exterior con muchisima luz junto al metro de Manoteras y pegado a Sanchinarro. Tiene unas vistas muy despejadas. Se distribuye en 4 habitaciones amplias con armarios empotrados, 3 baños, salón con una bonita terraza que se podría incorporar, y una amplia cocina con tendedero.  El piso esta en buenas condiciones pero necesita actualizarse. La puerta es acorazada, la carpintería exterior y persianas son nuevas.  La terraza y tendedero están acristalados. La calefacción y el agua caliente son centrales y los radiadores nuevos Gastos de comunidad 200 euros con servicio de portería. El suelo es de cerámica y los muebles de la cocina nuevos. El barrio es muy agradable rodeado de comercios, restaurantes, cines hospitales y colegios y muchas oficinas. Metro y autobuses en la puerta y salida directa a la M 30. No dude en visitarlo y pedir una cita sin compromiso. En Inmobiliaria Medem nuestra prioridad son nuestros clientes. 30 años en el sector nos avalan!",True,good,False,True,,3083.0,{'typology': 'flat'},"{'subtitle': 'Virgen del Cortijo - Manoteras, Madrid', 'title': 'Piso'}",True,False,False,False,False,False,4,{'groupDescription': 'Destacado'},,
328,3,103409857,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8e/16/70/1188786655.jpg,,20,185000.0,flat,sale,83.0,True,3,1,Calle de Badalona,Madrid,Madrid,Fuencarral,es,Tres Olivos - Valverde,40.4907196,-3.6897716,False,https://www.idealista.com/inmueble/103409857/,2251,"Oficina Fuencarral, agencia Inmobiliaria del grupo Tecnocasa en zona Fuencarral - Valverde - Tres Olivos, VENDE en exclusiva estupenda vivienda junto a metro de Fuencarral, Línea 10. La zona cuenta con todos los servicios cerca. Farmacias, restaurantes, comercios, colegios, etc. De las mejores zonas de Madrid, ubicada en el norte de la ciudad con fácil acceso por M 607, M 30 y M 40. Servicio de transporte público disponible: Metro Fuencarral, estación de Cercanías Fuencarral, autobuses 66 y 137. Muy próximo a los hospitales Ramón y Cajal y La Paz. DESCRIPCIÓN Vivienda denominada como tercera planta pero con ALTURA DE SEGUNDO, exterior muy luminosa con orientación Sur y norte, con vistas despejadas y buena ventilación cruzada SIN ASCENSOR Se distribuye en tres habitaciones, amplio salón, cocina con terraza y baño. Todo independiente  BUEN ESTADO - PARA ENTRAR A VIVIR Zona muy tranquila y muy bien comunicada (Línea 10) a menos de 400 metros del Metro Fuencarral. A 20 minutos al centro de Madrid en metro, Cercanías de Fuencarral, aeropuerto a diez minutos en coche y acceso directo a M-607 y M-40. Amplias zonas verdes como El Pardo y el monte de Valdelatas muy cercano. Así como el carril bici del anillo verde. Colegios, parques, supermercados, pescadería, fruterías, comida para llevar, farmacias, panaderías y cajeros en menos de 200 metros a la redonda. Y muy cerca de buenas zonas de restauración, donde también se encuentra un Mercadona y un Lidl grande. Confía en grupo Tecnocasa, con más de 25 años de experiencia en España. Si tienes dudas con tu hipoteca, no dudes en ponerte en contacto con nosotros. Nuestro departamento financiero Kiron puede asesorarte gratuitamente. Oficina Fuencarral Calle Afueras a Valverde, 18 28034 Horario de atención al cliente de verano L-V 9:30-14:00 y 17:00-21:00 Sábados 10:00-14:00 Llámanos o escríbenos para solicitar información o programar una visita.",False,good,False,False,,2229.0,{'typology': 'flat'},"{'subtitle': 'Tres Olivos - Valverde, Madrid', 'title': 'Piso en Calle de Badalona'}",False,False,False,False,False,False,3,,,
329,4,98396752,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/08/6f/6d/1142612289.jpg,1146,25,410000.0,flat,sale,133.0,True,4,3,Calle de Oña,Madrid,Madrid,Hortaleza,es,Virgen del Cortijo - Manoteras,40.4875293,-3.6621588,False,https://www.idealista.com/inmueble/98396752/,2255,"Colibree presenta diáfano piso de cuatro habitaciones con terraza ubicado en Virgen del Cortijo. La entrada al piso se compone por un hall que distribuye todas las estancias de la casa. El salón comedor es bastante diáfano con acceso a la terraza. La cocina se encuentra en office y está totalmente equipada y cuenta con terraza de lavadero, habitación y baño de servicio. En cuanto a la zona de descanso el piso cuenta con tres habitaciones, dos secundarias con capacidad de cama doble, que comparten un baño, y la habitación principal con una zona de vestidor y baño en suite. El piso se encuentra muy bien mantenido, se hizo una reforma de cocina y se cambiaron los suelos, cuenta con aire acondicionado en el salón, calefacción por radiadores y electrodomésticos de la cocina en buen estado. El edificio es de los años setenta, se encuentra en buen estado. Virgen del Cortijo es una zona con abundantes opciones de restauración, parques y supermercados. Para hacer vida el fin de semana está el corte ingles, y muchos parques, también está el cine de Manoteras. ¿Buscas comprar o alquilar un apartamento? Visita colibree. com y descubre las propiedades disponibles. Live the UnReal Estate. Colibree, una plataforma independiente de agentes inmobiliarios locales.",False,renew,False,True,,3083.0,{'typology': 'flat'},"{'subtitle': 'Virgen del Cortijo - Manoteras, Madrid', 'title': 'Piso en Calle de Oña'}",True,False,False,False,False,False,4,,,
330,5,103285422,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/55/d4/06/1184491664.jpg,DCHAC_001,29,423000.0,flat,sale,76.0,True,2,2,Calle de Dulce Chacón,Madrid,Madrid,Hortaleza,es,Virgen del Cortijo - Manoteras,40.4861212,-3.6684942,False,https://www.idealista.com/inmueble/103285422/,2259,"SIN COMISION DE AGENCIA! Directamente de la Propiedad. ULTIMAS VIVIENDAS A LOS MEJORES PRECIOS. ¡Bienvenido a nuestra promoción de viviendas de lujo!, muy luminosas, en la zona norte de Madrid. Nuestra exclusiva oferta incluye pisos de alta calidad, con una variedad de tipologías y precios adaptados a diferentes necesidades. DESCRIPCIÓN DEL INMUEBLE PRESENTADO ES ENTE ANUNCIO: El inmueble presentado en las fotografías de este anuncio corresponde a una vivienda en la planta 17 con orientación Noreste. Con una superficie construida aproximada de 76m² y una superficie útil de 66m², este espacio se distribuye en dos dormitorios de 13m² y 12m² respectivamente. Además, cuenta con un amplio salón-comedor de 22,5m², una cocina independiente amueblada con electrodomésticos y acceso a una terraza tendedero. También dispone de un baño completo y un aseo para mayor comodidad. DESCRIPCIÓN DE LA URBANIZACIÓN Y LOCALIZACIÓN: Esta magnífica urbanización cuenta con una serie de características excepcionales que la hacen destacar. Dispone de 5 ascensores para mayor comodidad, así como acceso adaptado para personas con movilidad reducida. También cuenta con servicio de conserjería disponible las 24 horas, un amplio jardín, piscina para adultos y piscina infantil, una zona infantil y un espacioso gimnasio. La localización de esta urbanización es verdaderamente privilegiada en Madrid. Además, goza de una excelente conexión con la estación de cercanías Renfe Fuente de la Mora. Asimismo, se encuentra a tan solo diez minutos en coche del Aeropuerto, y cuenta con acceso rápido a importantes vías de circunvalación como la M-40, M-30, M-11 y A-1. Todo esto contribuye a la comodidad y la accesibilidad de la ubicación. TIPOLOGÍAS DISPONIBLES: PISOS DE 2 Y 3 DORMITORIOS: Amplias y luminosas viviendas de 2 y 3 dormitorios, perfectos para parejas o familias. Cuentan con excelentes acabados y distribución inteligente del espacio. ESTUDIOS: Espacios modernos y funcionales, ideales para personas que buscan una vivienda cómoda y versátil y de alta rentabilidad. PRECIOS Y DISPONIBILIDAD: Para conocer los precios actualizados y la disponibilidad de las viviendas en nuestra promoción, te invitamos a contactarnos directamente. Nuestro equipo de ventas estará encantado de brindarte toda la información que necesitas y ayudarte en el proceso de compra. AGENTE ASIGNADO: EVA MUÑOZ  ¡No pierdas la oportunidad de adquirir una vivienda de calidad en una de las mejores zonas de Madrid! Contáctanos hoy mismo para obtener más detalles y programar una visita.",False,good,False,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 14000.0}",5566.0,{'typology': 'flat'},"{'subtitle': 'Virgen del Cortijo - Manoteras, Madrid', 'title': 'Piso en Calle de Dulce Chacón'}",True,False,False,False,False,False,17,,,
331,6,102480532,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/99/65/f6/1156502725.jpg,JCB87,15,1100000.0,flat,sale,136.0,True,3,2,"Calle Julio Caro Baroja, 87",Madrid,La Moraleja,Encinar de los Reyes,es,,40.5041841,-3.6459711,True,https://www.idealista.com/inmueble/102480532/,2262,"Luminosa vivienda en el prestigioso Encinar de los Reyes. Con 136,5 m2 aprox. , esta propiedad cuenta con 3 dormitorios, 2 baños y aseo de cortesía. Además, incluye 2 plazas de garaje y trastero. Disfruta de las 2 amplias terrazas con una superficie total de 28,5 m2 aprox. La urbanización ofrece vigilancia las 24 horas, video portero y amplias zonas ajardinadas. Ubicado a solo 10 km del centro de Madrid, este barrio es vecino de la exclusiva urbanización de la Moraleja. Disfruta de amplios espacios verdes, selectas comunidades residenciales, excelentes ofertas comerciales y centros de ocio en los alrededores. Además, cuenta con reconocidos centros educativos. Aprovecha esta oportunidad de vivir en un entorno privilegiado.",False,good,False,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",8088.0,{'typology': 'flat'},"{'subtitle': 'Encinar de los Reyes, La Moraleja', 'title': 'Piso en Calle Julio Caro Baroja, 87'}",True,False,False,False,False,False,en,,,
